seq,run_id,task_id,op,success,error,latency_ms,started_at_ms,bytes_sent,cid,warmup
1,b2-fabric-c4-r1,b2-fabric-c4-r1-warmup-0000,ipfs_add,True,,27,1783267724490,149047,,True
2,b2-fabric-c4-r1,b2-fabric-c4-r1-warmup-0000,fabric_post_task,True,,2573,1783267724517,149047,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,True
3,b2-fabric-c4-r1,b2-fabric-c4-r1-warmup-0000,fabric_post_allocation,True,,2672,1783267727090,0,,True
4,b2-fabric-c4-r1,b2-fabric-c4-r1-warmup-0000,fabric_post_snapshot,True,,2555,1783267729762,0,,True
5,b2-fabric-c4-r1,b2-fabric-c4-r1-warmup-0000,fabric_query_confirmation,True,,402,1783267732317,0,,True
6,b2-fabric-c4-r1,b2-fabric-c4-r1-warmup-0000,fabric_vote_1,True,,2530,1783267732719,0,,True
7,b2-fabric-c4-r1,b2-fabric-c4-r1-warmup-0000,fabric_vote_2,True,,2517,1783267735249,0,,True
8,b2-fabric-c4-r1,b2-fabric-c4-r1-warmup-0000,fabric_settlement,True,,2618,1783267737766,0,,True
9,b2-fabric-c4-r1,b2-fabric-c4-r1-warmup-0000,fabric_query_final,True,,1189,1783267740384,0,,True
10,b2-fabric-c4-r1,b2-fabric-c4-r1-warmup-0000,ipfs_verify,True,,7,1783267741573,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,True
11,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0000,ipfs_add,True,,42,1783267741581,149047,,False
12,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0002,ipfs_add,True,,74,1783267741582,243506,,False
13,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0001,ipfs_add,True,,91,1783267741582,234739,,False
14,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0003,ipfs_add,True,,89,1783267741585,227419,,False
15,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0003,fabric_post_task,True,,2487,1783267741674,227419,QmWAoR4a7cqHhV4o9R3N8rDsjPcNcWMkHL8Z5WcS1mgxri,False
16,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0001,fabric_post_task,True,,2488,1783267741673,234739,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,False
17,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0002,fabric_post_task,True,,2506,1783267741656,243506,QmU3U9h9muSPZBc7BsiUCPuhCQkGouMwQZkMrRRDKeUnBs,False
18,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0000,fabric_post_task,True,,2539,1783267741623,149047,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,False
19,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0003,fabric_post_allocation,True,,2291,1783267744161,0,,False
20,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0002,fabric_post_allocation,True,,2291,1783267744162,0,,False
21,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0000,fabric_post_allocation,True,,2291,1783267744163,0,,False
22,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0001,fabric_post_allocation,True,,2294,1783267744161,0,,False
23,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0001,fabric_post_snapshot,True,,2430,1783267746455,0,,False
24,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0000,fabric_post_snapshot,True,,2433,1783267746454,0,,False
25,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0002,fabric_post_snapshot,True,,2434,1783267746453,0,,False
26,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0003,fabric_post_snapshot,True,,2437,1783267746452,0,,False
27,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0001,fabric_query_confirmation,True,,296,1783267748885,0,,False
28,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0002,fabric_query_confirmation,True,,295,1783267748887,0,,False
29,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0000,fabric_query_confirmation,True,,296,1783267748887,0,,False
30,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0003,fabric_query_confirmation,True,,294,1783267748889,0,,False
31,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0002,fabric_vote_1,True,,2253,1783267749182,0,,False
32,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0003,fabric_vote_1,True,,2252,1783267749183,0,,False
33,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0001,fabric_vote_1,True,,2255,1783267749181,0,,False
34,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0000,fabric_vote_1,True,,2254,1783267749183,0,,False
35,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0002,fabric_vote_2,True,,2239,1783267751435,0,,False
36,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0000,fabric_vote_2,True,,2237,1783267751437,0,,False
37,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0003,fabric_vote_2,True,,2240,1783267751435,0,,False
38,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0001,fabric_vote_2,True,,2240,1783267751436,0,,False
39,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0003,fabric_settlement,True,,2481,1783267753675,0,,False
40,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0002,fabric_settlement,True,,2483,1783267753674,0,,False
41,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0000,fabric_settlement,True,,2484,1783267753674,0,,False
42,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0001,fabric_settlement,True,,2484,1783267753676,0,,False
43,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0003,fabric_query_final,True,,499,1783267756156,0,,False
44,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0000,fabric_query_final,True,,498,1783267756158,0,,False
45,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0002,fabric_query_final,True,,500,1783267756157,0,,False
46,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0001,fabric_query_final,True,,499,1783267756160,0,,False
47,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0000,ipfs_verify,True,,9,1783267756656,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,False
48,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0002,ipfs_verify,True,,8,1783267756657,0,QmU3U9h9muSPZBc7BsiUCPuhCQkGouMwQZkMrRRDKeUnBs,False
49,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0003,ipfs_verify,True,,11,1783267756655,0,QmWAoR4a7cqHhV4o9R3N8rDsjPcNcWMkHL8Z5WcS1mgxri,False
50,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0001,ipfs_verify,True,,7,1783267756659,0,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,False
51,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0007,ipfs_add,True,,37,1783267756667,208548,,False
52,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0004,ipfs_add,True,,55,1783267756665,293643,,False
53,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0005,ipfs_add,True,,70,1783267756666,243938,,False
54,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0006,ipfs_add,True,,84,1783267756667,252663,,False
55,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0006,fabric_post_task,True,,2382,1783267756751,252663,QmYZRdAoUuiXfb85BrW8eNcGqiM29LZbVnnv73faj47XUR,False
56,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0005,fabric_post_task,True,,2399,1783267756736,243938,QmbhenpmX42tDu32tHki9hDD4g4UQfD84SWxsxuPQVG3k2,False
57,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0007,fabric_post_task,True,,2431,1783267756704,208548,QmV6SPe4ZAJ1dkdfdsHfBRkoRm4Ajq8ATPTEyByLbxJSnX,False
58,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0004,fabric_post_task,True,,2416,1783267756720,293643,QmfTn2wEWKDdRnBVTP2EGggc2fLS2zysR49b3UxS8iRGQd,False
59,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0005,fabric_post_allocation,True,,2489,1783267759135,0,,False
60,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0006,fabric_post_allocation,True,,2492,1783267759133,0,,False
61,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0004,fabric_post_allocation,True,,2490,1783267759136,0,,False
62,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0007,fabric_post_allocation,True,,2493,1783267759135,0,,False
63,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0004,fabric_post_snapshot,True,,2429,1783267761626,0,,False
64,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0006,fabric_post_snapshot,True,,2431,1783267761625,0,,False
65,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0005,fabric_post_snapshot,True,,2432,1783267761624,0,,False
66,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0007,fabric_post_snapshot,True,,2431,1783267761628,0,,False
67,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0004,fabric_query_confirmation,True,,319,1783267764055,0,,False
68,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0005,fabric_query_confirmation,True,,319,1783267764056,0,,False
69,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0007,fabric_query_confirmation,True,,316,1783267764059,0,,False
70,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0006,fabric_query_confirmation,True,,319,1783267764056,0,,False
71,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0007,fabric_vote_1,True,,2251,1783267764375,0,,False
72,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0004,fabric_vote_1,True,,2252,1783267764374,0,,False
73,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0005,fabric_vote_1,True,,2251,1783267764375,0,,False
74,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0006,fabric_vote_1,True,,2254,1783267764375,0,,False
75,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0004,fabric_vote_2,True,,2524,1783267766626,0,,False
76,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0005,fabric_vote_2,True,,2525,1783267766626,0,,False
77,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0006,fabric_vote_2,True,,2523,1783267766629,0,,False
78,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0007,fabric_vote_2,True,,2527,1783267766626,0,,False
79,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0006,fabric_settlement,True,,2280,1783267769152,0,,False
80,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0007,fabric_settlement,True,,2280,1783267769153,0,,False
81,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0004,fabric_settlement,True,,2283,1783267769150,0,,False
82,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0005,fabric_settlement,True,,2284,1783267769151,0,,False
83,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0007,fabric_query_final,True,,728,1783267771433,0,,False
84,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0006,fabric_query_final,True,,730,1783267771432,0,,False
85,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0004,fabric_query_final,True,,729,1783267771433,0,,False
86,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0005,fabric_query_final,True,,729,1783267771435,0,,False
87,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0007,ipfs_verify,True,,8,1783267772161,0,QmV6SPe4ZAJ1dkdfdsHfBRkoRm4Ajq8ATPTEyByLbxJSnX,False
88,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0006,ipfs_verify,True,,8,1783267772162,0,QmYZRdAoUuiXfb85BrW8eNcGqiM29LZbVnnv73faj47XUR,False
89,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0004,ipfs_verify,True,,9,1783267772162,0,QmfTn2wEWKDdRnBVTP2EGggc2fLS2zysR49b3UxS8iRGQd,False
90,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0005,ipfs_verify,True,,11,1783267772164,0,QmbhenpmX42tDu32tHki9hDD4g4UQfD84SWxsxuPQVG3k2,False
91,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0009,ipfs_add,True,,27,1783267772171,100643,,False
92,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0010,ipfs_add,True,,43,1783267772171,125535,,False
93,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0008,ipfs_add,True,,62,1783267772170,125664,,False
94,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0011,ipfs_add,True,,74,1783267772175,125609,,False
95,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0009,fabric_post_task,True,,2491,1783267772198,100643,QmPZTXi5SebnzZ355urJSzXWsYA3QE553pzUVpJzyVgzHU,False
96,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0011,fabric_post_task,True,,2441,1783267772249,125609,QmTHn3qYSPnWBBYUo7rNBNq2KzBKqxqfi4C8yCnsj3E8Sm,False
97,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0008,fabric_post_task,True,,2458,1783267772232,125664,QmctbwpW2kxqcQhGGdzmH4uo5n3tYJGfu13qpeDrXZRiii,False
98,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0010,fabric_post_task,True,,2477,1783267772214,125535,QmNfQ8SHKYarJCLeUyLykV2FdwKZ55b4bPhBedRxjc24Ek,False
99,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0010,fabric_post_allocation,True,,2291,1783267774691,0,,False
100,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0008,fabric_post_allocation,True,,2292,1783267774690,0,,False
101,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0011,fabric_post_allocation,True,,2293,1783267774690,0,,False
102,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0009,fabric_post_allocation,True,,2296,1783267774689,0,,False
103,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0010,fabric_post_snapshot,True,,2441,1783267776982,0,,False
104,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0008,fabric_post_snapshot,True,,2442,1783267776982,0,,False
105,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0011,fabric_post_snapshot,True,,2441,1783267776983,0,,False
106,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0009,fabric_post_snapshot,True,,2441,1783267776985,0,,False
107,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0011,fabric_query_confirmation,True,,343,1783267779424,0,,False
108,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0010,fabric_query_confirmation,True,,345,1783267779423,0,,False
109,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0009,fabric_query_confirmation,True,,343,1783267779426,0,,False
110,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0008,fabric_query_confirmation,True,,345,1783267779424,0,,False
111,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0011,fabric_vote_1,True,,2261,1783267779767,0,,False
112,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0010,fabric_vote_1,True,,2261,1783267779768,0,,False
113,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0009,fabric_vote_1,True,,2260,1783267779769,0,,False
114,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0008,fabric_vote_1,True,,2262,1783267779769,0,,False
115,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0010,fabric_vote_2,True,,2425,1783267782029,0,,False
116,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0008,fabric_vote_2,True,,2424,1783267782031,0,,False
117,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0011,fabric_vote_2,True,,2428,1783267782028,0,,False
118,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0009,fabric_vote_2,True,,2427,1783267782029,0,,False
119,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0008,fabric_settlement,True,,2283,1783267784455,0,,False
120,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0009,fabric_settlement,True,,2282,1783267784456,0,,False
121,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0011,fabric_settlement,True,,2283,1783267784456,0,,False
122,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0010,fabric_settlement,True,,2286,1783267784454,0,,False
123,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0008,fabric_query_final,True,,524,1783267786738,0,,False
124,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0011,fabric_query_final,True,,523,1783267786740,0,,False
125,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0009,fabric_query_final,True,,525,1783267786738,0,,False
126,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0010,fabric_query_final,True,,525,1783267786740,0,,False
127,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0009,ipfs_verify,True,,12,1783267787263,0,QmPZTXi5SebnzZ355urJSzXWsYA3QE553pzUVpJzyVgzHU,False
128,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0010,ipfs_verify,True,,11,1783267787265,0,QmNfQ8SHKYarJCLeUyLykV2FdwKZ55b4bPhBedRxjc24Ek,False
129,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0008,ipfs_verify,True,,16,1783267787262,0,QmctbwpW2kxqcQhGGdzmH4uo5n3tYJGfu13qpeDrXZRiii,False
130,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0011,ipfs_verify,True,,16,1783267787263,0,QmTHn3qYSPnWBBYUo7rNBNq2KzBKqxqfi4C8yCnsj3E8Sm,False
131,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0014,ipfs_add,True,,55,1783267787278,128097,,False
132,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0012,ipfs_add,True,,74,1783267787275,128260,,False
133,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0015,ipfs_add,True,,101,1783267787279,126519,,False
134,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0013,ipfs_add,True,,104,1783267787277,151871,,False
135,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0012,fabric_post_task,True,,2465,1783267787349,128260,QmYrJvdcnignaiN2UAt51vtqvmsQcMZrxiujbuHJZDprUU,False
136,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0015,fabric_post_task,True,,2436,1783267787380,126519,QmXCxqvbVnqfsG2xgggHL4parfqkapTpYBpQaV9143YBQ8,False
137,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0013,fabric_post_task,True,,2436,1783267787381,151871,QmNRgTfuNkzSkqGTAY9EcXMRjjYdFxgz2w2aGjfqaVVpfH,False
138,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0014,fabric_post_task,True,,2485,1783267787333,128097,QmWMGWGSJSvWG7tjbL6BYNhrhZ8ZnLpwhf4nt56Sso3y2t,False
139,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0014,fabric_post_allocation,True,,2558,1783267789818,0,,False
140,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0015,fabric_post_allocation,True,,2562,1783267789816,0,,False
141,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0012,fabric_post_allocation,True,,2565,1783267789814,0,,False
142,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0013,fabric_post_allocation,True,,2563,1783267789817,0,,False
143,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0013,fabric_post_snapshot,True,,2477,1783267792380,0,,False
144,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0015,fabric_post_snapshot,True,,2480,1783267792378,0,,False
145,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0012,fabric_post_snapshot,True,,2480,1783267792379,0,,False
146,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0014,fabric_post_snapshot,True,,2484,1783267792376,0,,False
147,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0012,fabric_query_confirmation,True,,112,1783267794859,0,,False
148,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0014,fabric_query_confirmation,True,,112,1783267794860,0,,False
149,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0013,fabric_query_confirmation,True,,115,1783267794857,0,,False
150,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0015,fabric_query_confirmation,True,,116,1783267794858,0,,False
151,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0012,fabric_vote_1,True,,2434,1783267794971,0,,False
152,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0013,fabric_vote_1,True,,2433,1783267794972,0,,False
153,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0015,fabric_vote_1,True,,2432,1783267794974,0,,False
154,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0014,fabric_vote_1,True,,2435,1783267794972,0,,False
155,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0013,fabric_vote_2,True,,2248,1783267797405,0,,False
156,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0015,fabric_vote_2,True,,2247,1783267797406,0,,False
157,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0012,fabric_vote_2,True,,2249,1783267797405,0,,False
158,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0014,fabric_vote_2,True,,2249,1783267797407,0,,False
159,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0012,fabric_settlement,True,,2452,1783267799654,0,,False
160,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0014,fabric_settlement,True,,2450,1783267799656,0,,False
161,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0013,fabric_settlement,True,,2454,1783267799653,0,,False
162,b2-fabric-c4-r1,b2-fabric-c4-r1-task-0015,fabric_settlement,True,,2454,1783267799653,0,,False
