seq,run_id,task_id,op,success,error,latency_ms,started_at_ms,bytes_sent,cid,warmup
1,b2-fabric-c4-r4,b2-fabric-c4-r4-warmup-0000,ipfs_add,True,,49,1783270286582,149047,,True
2,b2-fabric-c4-r4,b2-fabric-c4-r4-warmup-0000,fabric_post_task,True,,2493,1783270286631,149047,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,True
3,b2-fabric-c4-r4,b2-fabric-c4-r4-warmup-0000,fabric_post_allocation,True,,2648,1783270289124,0,,True
4,b2-fabric-c4-r4,b2-fabric-c4-r4-warmup-0000,fabric_post_snapshot,True,,2517,1783270291772,0,,True
5,b2-fabric-c4-r4,b2-fabric-c4-r4-warmup-0000,fabric_query_confirmation,True,,408,1783270294289,0,,True
6,b2-fabric-c4-r4,b2-fabric-c4-r4-warmup-0000,fabric_vote_1,True,,2525,1783270294697,0,,True
7,b2-fabric-c4-r4,b2-fabric-c4-r4-warmup-0000,fabric_vote_2,True,,2545,1783270297222,0,,True
8,b2-fabric-c4-r4,b2-fabric-c4-r4-warmup-0000,fabric_settlement,True,,2596,1783270299767,0,,True
9,b2-fabric-c4-r4,b2-fabric-c4-r4-warmup-0000,fabric_query_final,True,,1273,1783270302363,0,,True
10,b2-fabric-c4-r4,b2-fabric-c4-r4-warmup-0000,ipfs_verify,True,,8,1783270303636,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,True
11,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0000,ipfs_add,True,,113,1783270303645,149047,,False
12,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0001,ipfs_add,True,,130,1783270303645,234739,,False
13,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0003,ipfs_add,True,,144,1783270303646,227419,,False
14,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0002,ipfs_add,True,,162,1783270303646,243506,,False
15,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0000,fabric_post_task,True,,2587,1783270303758,149047,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,False
16,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0002,fabric_post_task,True,,2539,1783270303808,243506,QmU3U9h9muSPZBc7BsiUCPuhCQkGouMwQZkMrRRDKeUnBs,False
17,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0001,fabric_post_task,True,,2573,1783270303775,234739,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,False
18,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0003,fabric_post_task,True,,2558,1783270303790,227419,QmWAoR4a7cqHhV4o9R3N8rDsjPcNcWMkHL8Z5WcS1mgxri,False
19,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0003,fabric_post_allocation,True,,2287,1783270306348,0,,False
20,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0001,fabric_post_allocation,True,,2288,1783270306348,0,,False
21,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0002,fabric_post_allocation,True,,2289,1783270306347,0,,False
22,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0000,fabric_post_allocation,True,,2294,1783270306345,0,,False
23,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0002,fabric_post_snapshot,True,,2421,1783270308637,0,,False
24,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0001,fabric_post_snapshot,True,,2423,1783270308636,0,,False
25,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0000,fabric_post_snapshot,True,,2420,1783270308639,0,,False
26,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0003,fabric_post_snapshot,True,,2427,1783270308635,0,,False
27,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0001,fabric_query_confirmation,True,,374,1783270311059,0,,False
28,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0003,fabric_query_confirmation,True,,373,1783270311062,0,,False
29,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0000,fabric_query_confirmation,True,,378,1783270311059,0,,False
30,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0002,fabric_query_confirmation,True,,384,1783270311058,0,,False
31,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0002,fabric_vote_1,True,,2237,1783270311442,0,,False
32,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0001,fabric_vote_1,True,,2247,1783270311433,0,,False
33,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0000,fabric_vote_1,True,,2243,1783270311437,0,,False
34,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0003,fabric_vote_1,True,,2247,1783270311435,0,,False
35,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0001,fabric_vote_2,True,,2447,1783270313680,0,,False
36,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0003,fabric_vote_2,True,,2446,1783270313682,0,,False
37,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0000,fabric_vote_2,True,,2449,1783270313680,0,,False
38,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0002,fabric_vote_2,True,,2450,1783270313679,0,,False
39,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0003,fabric_settlement,True,,2268,1783270316128,0,,False
40,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0002,fabric_settlement,True,,2268,1783270316129,0,,False
41,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0001,fabric_settlement,True,,2271,1783270316127,0,,False
42,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0000,fabric_settlement,True,,2271,1783270316129,0,,False
43,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0000,fabric_query_final,True,,546,1783270318400,0,,False
44,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0003,fabric_query_final,True,,551,1783270318396,0,,False
45,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0001,fabric_query_final,True,,549,1783270318398,0,,False
46,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0002,fabric_query_final,True,,554,1783270318397,0,,False
47,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0000,ipfs_verify,True,,10,1783270318946,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,False
48,b2-fabric-c4-r4,b2-fabric-c4-r4-task-0003,ipfs_verify,True,,10,1783270318947,0,QmWAoR4a7cqHhV4o9R3N8rDsjPcNcWMkHL8Z5WcS1mgxri,False
