seq,run_id,task_id,op,success,error,latency_ms,started_at_ms,bytes_sent,cid,warmup
1,b2-fabric-c8-r2,b2-fabric-c8-r2-warmup-0000,ipfs_add,True,,41,1783268758352,149047,,True
2,b2-fabric-c8-r2,b2-fabric-c8-r2-warmup-0000,fabric_post_task,True,,2579,1783268758393,149047,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,True
3,b2-fabric-c8-r2,b2-fabric-c8-r2-warmup-0000,fabric_post_allocation,True,,2508,1783268760972,0,,True
4,b2-fabric-c8-r2,b2-fabric-c8-r2-warmup-0000,fabric_post_snapshot,True,,2536,1783268763480,0,,True
5,b2-fabric-c8-r2,b2-fabric-c8-r2-warmup-0000,fabric_query_confirmation,True,,375,1783268766016,0,,True
6,b2-fabric-c8-r2,b2-fabric-c8-r2-warmup-0000,fabric_vote_1,True,,2506,1783268766391,0,,True
7,b2-fabric-c8-r2,b2-fabric-c8-r2-warmup-0000,fabric_vote_2,True,,2520,1783268768897,0,,True
8,b2-fabric-c8-r2,b2-fabric-c8-r2-warmup-0000,fabric_settlement,True,,2550,1783268771417,0,,True
9,b2-fabric-c8-r2,b2-fabric-c8-r2-warmup-0000,fabric_query_final,True,,1265,1783268773967,0,,True
10,b2-fabric-c8-r2,b2-fabric-c8-r2-warmup-0000,ipfs_verify,True,,8,1783268775232,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,True
11,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0000,ipfs_add,True,,56,1783268775241,149047,,False
12,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0007,ipfs_add,True,,66,1783268775250,208548,,False
13,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0003,ipfs_add,True,,91,1783268775243,227419,,False
14,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0002,ipfs_add,True,,110,1783268775243,243506,,False
15,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0004,ipfs_add,True,,124,1783268775247,293643,,False
16,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0001,ipfs_add,True,,148,1783268775242,234739,,False
17,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0006,ipfs_add,True,,162,1783268775246,252663,,False
18,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0005,ipfs_add,True,,180,1783268775245,243938,,False
19,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0002,fabric_post_task,True,,2514,1783268775353,243506,QmU3U9h9muSPZBc7BsiUCPuhCQkGouMwQZkMrRRDKeUnBs,False
20,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0004,fabric_post_task,True,,2497,1783268775371,293643,QmfTn2wEWKDdRnBVTP2EGggc2fLS2zysR49b3UxS8iRGQd,False
21,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0000,fabric_post_task,True,,2571,1783268775297,149047,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,False
22,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0005,fabric_post_task,True,,2445,1783268775425,243938,QmbhenpmX42tDu32tHki9hDD4g4UQfD84SWxsxuPQVG3k2,False
23,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0003,fabric_post_task,True,,2536,1783268775334,227419,QmWAoR4a7cqHhV4o9R3N8rDsjPcNcWMkHL8Z5WcS1mgxri,False
24,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0001,fabric_post_task,True,,2481,1783268775390,234739,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,False
25,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0007,fabric_post_task,True,,2556,1783268775316,208548,QmV6SPe4ZAJ1dkdfdsHfBRkoRm4Ajq8ATPTEyByLbxJSnX,False
26,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0006,fabric_post_task,True,,2465,1783268775408,252663,QmYZRdAoUuiXfb85BrW8eNcGqiM29LZbVnnv73faj47XUR,False
27,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0006,fabric_post_allocation,True,,2422,1783268777873,0,,False
28,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0000,fabric_post_allocation,True,,2429,1783268777868,0,,False
29,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0003,fabric_post_allocation,True,,2428,1783268777870,0,,False
30,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0004,fabric_post_allocation,True,,2430,1783268777868,0,,False
31,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0001,fabric_post_allocation,True,,2429,1783268777871,0,,False
32,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0002,fabric_post_allocation,True,,2434,1783268777867,0,,False
33,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0005,fabric_post_allocation,True,,2431,1783268777870,0,,False
34,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0007,fabric_post_allocation,True,,2429,1783268777872,0,,False
35,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0005,fabric_post_snapshot,True,,2307,1783268780301,0,,False
36,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0007,fabric_post_snapshot,True,,2308,1783268780301,0,,False
37,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0004,fabric_post_snapshot,True,,2311,1783268780298,0,,False
38,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0001,fabric_post_snapshot,True,,2310,1783268780300,0,,False
39,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0003,fabric_post_snapshot,True,,2315,1783268780298,0,,False
40,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0000,fabric_post_snapshot,True,,2316,1783268780297,0,,False
41,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0006,fabric_post_snapshot,True,,2320,1783268780295,0,,False
42,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0002,fabric_post_snapshot,True,,2315,1783268780301,0,,False
43,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0006,fabric_query_confirmation,True,,145,1783268782615,0,,False
44,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0007,fabric_query_confirmation,True,,153,1783268782609,0,,False
45,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0002,fabric_query_confirmation,True,,146,1783268782616,0,,False
46,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0005,fabric_query_confirmation,True,,155,1783268782608,0,,False
47,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0003,fabric_query_confirmation,True,,151,1783268782613,0,,False
48,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0000,fabric_query_confirmation,True,,152,1783268782613,0,,False
49,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0004,fabric_query_confirmation,True,,157,1783268782609,0,,False
50,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0001,fabric_query_confirmation,True,,158,1783268782610,0,,False
51,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0001,fabric_vote_1,True,,2304,1783268782768,0,,False
52,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0000,fabric_vote_1,True,,2307,1783268782765,0,,False
53,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0006,fabric_vote_1,True,,2312,1783268782760,0,,False
54,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0005,fabric_vote_1,True,,2311,1783268782763,0,,False
55,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0004,fabric_vote_1,True,,2308,1783268782766,0,,False
56,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0007,fabric_vote_1,True,,2315,1783268782762,0,,False
57,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0002,fabric_vote_1,True,,2317,1783268782762,0,,False
58,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0003,fabric_vote_1,True,,2316,1783268782764,0,,False
59,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0007,fabric_vote_2,True,,2306,1783268785077,0,,False
60,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0003,fabric_vote_2,True,,2304,1783268785080,0,,False
61,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0000,fabric_vote_2,True,,2312,1783268785072,0,,False
62,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0006,fabric_vote_2,True,,2314,1783268785072,0,,False
63,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0005,fabric_vote_2,True,,2312,1783268785074,0,,False
64,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0004,fabric_vote_2,True,,2313,1783268785074,0,,False
65,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0002,fabric_vote_2,True,,2309,1783268785079,0,,False
66,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0001,fabric_vote_2,True,,2316,1783268785072,0,,False
67,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0001,fabric_settlement,True,,2343,1783268787388,0,,False
68,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0005,fabric_settlement,True,,2346,1783268787386,0,,False
69,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0003,fabric_settlement,True,,2348,1783268787384,0,,False
70,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0004,fabric_settlement,True,,2346,1783268787387,0,,False
71,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0000,fabric_settlement,True,,2350,1783268787384,0,,False
72,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0007,fabric_settlement,True,,2351,1783268787383,0,,False
73,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0002,fabric_settlement,True,,2347,1783268787388,0,,False
74,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0006,fabric_settlement,True,,2350,1783268787386,0,,False
75,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0004,fabric_query_final,True,,432,1783268789733,0,,False
76,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0003,fabric_query_final,True,,435,1783268789732,0,,False
77,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0002,fabric_query_final,True,,435,1783268789735,0,,False
78,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0007,fabric_query_final,True,,436,1783268789734,0,,False
79,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0001,fabric_query_final,True,,440,1783268789731,0,,False
80,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0006,fabric_query_final,True,,436,1783268789737,0,,False
81,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0003,ipfs_verify,True,,11,1783268790167,0,QmWAoR4a7cqHhV4o9R3N8rDsjPcNcWMkHL8Z5WcS1mgxri,False
82,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0004,ipfs_verify,True,,18,1783268790165,0,QmfTn2wEWKDdRnBVTP2EGggc2fLS2zysR49b3UxS8iRGQd,False
83,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0000,fabric_query_final,True,,453,1783268789734,0,,False
84,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0006,ipfs_verify,True,,14,1783268790173,0,QmYZRdAoUuiXfb85BrW8eNcGqiM29LZbVnnv73faj47XUR,False
85,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0001,ipfs_verify,True,,18,1783268790171,0,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,False
86,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0007,ipfs_verify,True,,20,1783268790170,0,QmV6SPe4ZAJ1dkdfdsHfBRkoRm4Ajq8ATPTEyByLbxJSnX,False
87,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0002,ipfs_verify,True,,23,1783268790170,0,QmU3U9h9muSPZBc7BsiUCPuhCQkGouMwQZkMrRRDKeUnBs,False
88,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0000,ipfs_verify,True,,14,1783268790187,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,False
89,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0008,ipfs_add,True,,129,1783268790179,125664,,False
90,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0009,ipfs_add,True,,141,1783268790183,100643,,False
91,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0011,ipfs_add,True,,150,1783268790191,125609,,False
92,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0010,ipfs_add,True,,173,1783268790188,125535,,False
93,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0005,fabric_query_final,True,,639,1783268789732,0,,False
94,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0014,ipfs_add,True,,179,1783268790202,128097,,False
95,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0005,ipfs_verify,True,,12,1783268790371,0,QmbhenpmX42tDu32tHki9hDD4g4UQfD84SWxsxuPQVG3k2,False
96,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0012,ipfs_add,True,,212,1783268790190,128260,,False
97,b2-fabric-c8-r2,b2-fabric-c8-r2-task-0013,ipfs_add,True,,229,1783268790193,151871,,False
