seq,run_id,task_id,op,success,error,latency_ms,started_at_ms,bytes_sent,cid,warmup
1,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-warmup-0000,ipfs_add,True,,30,1783316286581,39654,,True
2,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-warmup-0000,fabric_post_task,True,,2579,1783316286611,39654,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,True
3,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-warmup-0000,fabric_post_allocation,True,,2593,1783316289190,0,,True
4,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-warmup-0000,fabric_post_snapshot,True,,2521,1783316291783,0,,True
5,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-warmup-0000,fabric_query_confirmation,True,,381,1783316294304,0,,True
6,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-warmup-0000,fabric_vote_1,True,,2588,1783316294685,0,,True
7,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-warmup-0000,fabric_vote_2,True,,2894,1783316297273,0,,True
8,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-warmup-0000,fabric_settlement,True,,2528,1783316300167,0,,True
9,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-warmup-0000,fabric_query_final,True,,1147,1783316302695,0,,True
10,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-warmup-0000,ipfs_verify,True,,7,1783316303842,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,True
11,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0001,ipfs_add,True,,42,1783316303851,31290,,False
12,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0000,ipfs_add,True,,59,1783316303851,39654,,False
13,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0002,ipfs_add,True,,74,1783316303852,51046,,False
14,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0003,ipfs_add,True,,91,1783316303853,58021,,False
15,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0001,fabric_post_task,True,,2452,1783316303893,31290,QmPz42Vy6dbmr9yD6GeaMwPrijuW6gwzDbeQMZD9MZ8QLH,False
16,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0003,fabric_post_task,True,,2401,1783316303944,58021,Qman4PT1kuVGxwNDTsgNQEGtUrP9gy1whM26U6x2TFK1Jd,False
17,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0002,fabric_post_task,True,,2420,1783316303926,51046,QmSAB3EkSHravpFwbDX84oCLjh26E9tYNw95gYZTfSDRf1,False
18,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0000,fabric_post_task,True,,2439,1783316303910,39654,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,False
19,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0001,fabric_post_allocation,True,,2510,1783316306345,0,,False
20,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0002,fabric_post_allocation,True,,2510,1783316306346,0,,False
21,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0000,fabric_post_allocation,True,,2508,1783316306349,0,,False
22,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0003,fabric_post_allocation,True,,2512,1783316306345,0,,False
23,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0002,fabric_post_snapshot,True,,2251,1783316308856,0,,False
24,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0001,fabric_post_snapshot,True,,2252,1783316308855,0,,False
25,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0000,fabric_post_snapshot,True,,2251,1783316308857,0,,False
26,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0003,fabric_post_snapshot,True,,2253,1783316308857,0,,False
27,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0003,fabric_query_confirmation,True,,316,1783316311110,0,,False
28,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0001,fabric_query_confirmation,True,,321,1783316311107,0,,False
29,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0002,fabric_query_confirmation,True,,321,1783316311107,0,,False
30,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0000,fabric_query_confirmation,True,,321,1783316311108,0,,False
31,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0003,fabric_vote_1,True,,2257,1783316311426,0,,False
32,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0001,fabric_vote_1,True,,2255,1783316311428,0,,False
33,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0002,fabric_vote_1,True,,2256,1783316311428,0,,False
34,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0000,fabric_vote_1,True,,2257,1783316311429,0,,False
35,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0003,fabric_vote_2,True,,1169,1783316313683,0,,False
36,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0001,fabric_vote_2,True,,1170,1783316313683,0,,False
37,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0002,fabric_vote_2,True,,1169,1783316313684,0,,False
38,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0000,fabric_vote_2,True,,1169,1783316313686,0,,False
39,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0001,fabric_settlement,True,,2549,1783316314853,0,,False
40,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0003,fabric_settlement,True,,2552,1783316314852,0,,False
41,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0000,fabric_settlement,True,,2550,1783316314855,0,,False
42,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0002,fabric_settlement,True,,2553,1783316314853,0,,False
43,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0000,fabric_query_final,True,,535,1783316317405,0,,False
44,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0003,fabric_query_final,True,,537,1783316317404,0,,False
45,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0002,fabric_query_final,True,,535,1783316317406,0,,False
46,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0001,fabric_query_final,True,,542,1783316317402,0,,False
47,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0002,ipfs_verify,True,,6,1783316317941,0,QmSAB3EkSHravpFwbDX84oCLjh26E9tYNw95gYZTfSDRf1,False
48,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0000,ipfs_verify,True,,8,1783316317940,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,False
49,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0003,ipfs_verify,True,,7,1783316317941,0,Qman4PT1kuVGxwNDTsgNQEGtUrP9gy1whM26U6x2TFK1Jd,False
50,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0001,ipfs_verify,True,,7,1783316317944,0,QmPz42Vy6dbmr9yD6GeaMwPrijuW6gwzDbeQMZD9MZ8QLH,False
51,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0006,ipfs_add,True,,27,1783316317949,36933,,False
52,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0004,ipfs_add,True,,44,1783316317948,54307,,False
53,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0005,ipfs_add,True,,59,1783316317949,74141,,False
54,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0007,ipfs_add,True,,74,1783316317951,77556,,False
55,b2-fabric-b16-c4-r5,b2-fabric-b16-c4-r5-task-0007,fabric_post_task,True,,2398,1783316318025,77556,QmX1ua37CCZ1G6m1qnvQvoVvUGPzsftARvGuMw7J7tkHXJ,False
