seq,run_id,task_id,op,success,error,latency_ms,started_at_ms,bytes_sent,cid,warmup
1,b2-fabric-b256-c4-r4,b2-fabric-b256-c4-r4-warmup-0000,ipfs_add,True,,32,1783315243059,905155,,True
2,b2-fabric-b256-c4-r4,b2-fabric-b256-c4-r4-warmup-0000,fabric_post_task,True,,2500,1783315243091,905155,QmYrVrnKmEvzwGtapnbmEcFWRGTqFTmLR5mBGP8T8FExw9,True
3,b2-fabric-b256-c4-r4,b2-fabric-b256-c4-r4-warmup-0000,fabric_post_allocation,True,,2763,1783315245591,0,,True
4,b2-fabric-b256-c4-r4,b2-fabric-b256-c4-r4-warmup-0000,fabric_post_snapshot,True,,2486,1783315248354,0,,True
5,b2-fabric-b256-c4-r4,b2-fabric-b256-c4-r4-warmup-0000,fabric_query_confirmation,True,,378,1783315250840,0,,True
6,b2-fabric-b256-c4-r4,b2-fabric-b256-c4-r4-warmup-0000,fabric_vote_1,True,,2451,1783315251218,0,,True
7,b2-fabric-b256-c4-r4,b2-fabric-b256-c4-r4-warmup-0000,fabric_vote_2,True,,2481,1783315253669,0,,True
8,b2-fabric-b256-c4-r4,b2-fabric-b256-c4-r4-warmup-0000,fabric_settlement,True,,2503,1783315256150,0,,True
9,b2-fabric-b256-c4-r4,b2-fabric-b256-c4-r4-warmup-0000,fabric_query_final,True,,1127,1783315258653,0,,True
10,b2-fabric-b256-c4-r4,b2-fabric-b256-c4-r4-warmup-0000,ipfs_verify,True,,8,1783315259780,0,QmYrVrnKmEvzwGtapnbmEcFWRGTqFTmLR5mBGP8T8FExw9,True
11,b2-fabric-b256-c4-r4,b2-fabric-b256-c4-r4-task-0000,ipfs_add,True,,30,1783315259789,905155,,False
12,b2-fabric-b256-c4-r4,b2-fabric-b256-c4-r4-task-0000,fabric_post_task,True,,2512,1783315259819,905155,QmYrVrnKmEvzwGtapnbmEcFWRGTqFTmLR5mBGP8T8FExw9,False
13,b2-fabric-b256-c4-r4,b2-fabric-b256-c4-r4-task-0000,fabric_post_allocation,True,,1472,1783315262332,0,,False
14,b2-fabric-b256-c4-r4,b2-fabric-b256-c4-r4-task-0000,fabric_post_snapshot,True,,2587,1783315263804,0,,False
15,b2-fabric-b256-c4-r4,b2-fabric-b256-c4-r4-task-0000,fabric_query_confirmation,True,,361,1783315266391,0,,False
16,b2-fabric-b256-c4-r4,b2-fabric-b256-c4-r4-task-0000,fabric_vote_1,True,,2491,1783315266752,0,,False
17,b2-fabric-b256-c4-r4,b2-fabric-b256-c4-r4-task-0000,fabric_vote_2,True,,2455,1783315269243,0,,False
18,b2-fabric-b256-c4-r4,b2-fabric-b256-c4-r4-task-0000,fabric_settlement,True,,2514,1783315271698,0,,False
19,b2-fabric-b256-c4-r4,b2-fabric-b256-c4-r4-task-0000,fabric_query_final,True,,1176,1783315274212,0,,False
20,b2-fabric-b256-c4-r4,b2-fabric-b256-c4-r4-task-0000,ipfs_verify,True,,10,1783315275388,0,QmYrVrnKmEvzwGtapnbmEcFWRGTqFTmLR5mBGP8T8FExw9,False
